text,label
Ducky bhai ❤ bahut pyare Hain I love u,1.0
Ducky bhai ❤ you are king 👑 of.youtuber....i love your vlogs ❤❤❤,1.0
Ducky bhai aap say help ki zarut hay Cousin hay jis kay dil may sorakh hay Or hum log grib hay (please,2.0
Ducky bhai aap say help ki zarut hay Cousin hay jis kay dil may sorakh hay Or hum log grib hay (please)a,2.0
Ducky bhai ap apni wife ka Sath smoking ka prank kare😂😂😂,2.0
Ducky bhai ap ka valog ku nahi a ta gal di,2.0
ducky bhai ap ki bund ka size kitna h,0.0
Ducky bhai ap ky husband Ka name Kiya hai🤗,2.0
Ducky bhai ap ne hmara comment nhi Liya vlog main 😢,2.0
Ducky bhai ap pubg dobRA start kr doo,0.0
ducky bhai big fane,2.0
Ducky bhai daily vlogging koro,1.0
Ducky bhai dance 😂😂😂😂😂😂😂😂😂,1.0
Ducky bhai diamond play button ❤,1.0
Ducky bhai diamond play button Kaha h 🎉😢,2.0
Ducky bhai free fire khalo PC pr,2.0
Ducky bhai game ki videos da lo na plz,2.0
Ducky bhai I love your wife😂,1.0
Ducky bhai dance 😂😂😂😂😂😂😂😂😂,2.0
ducky bhi k side table par oil para hoa hai,2.0
ducky bhai k side table par oil para hoa hai,2.0
Ducky bhi koy arning vala app bata hu ma ❤,2.0
Ducky bhai koy arning vala app bata hu ma ❤,2.0
Ducky bhai moj PS5 da do moj gaming k shank aa 😢😢,0.0
Ducky bhai plz aroob ke sath saying yes kry,1.0
Ducky bhai ps5 ki vedio ni aie,0.0
Ducky bhai video Roz post keya kerin ❤,1.0
Ducky bhi vlog regular dala karo 😅,1.0
Ducky bhi you are awesome 😎❤️,1.0
Ducky bhia ap ka ajh roza hah,2.0
Ducky bhia geo,2.0
Ducky bhie ..aroob bhabhi itne ache or apko kese mil gye 😂,1.0
Ducky bhsi humny news suni the ka apko apky accounts wapis mil gy ya sach ha?,2.0
Ducky bine ❤ you will be my best friend,1.0
Ducky brand 🦆🦆🦆🦆,2.0
Ducky brand hai,2.0
Ducky cheated romaisa,0.0
ducky come back please😢,1.0
Ducky dhere padna,2.0
Ducky don't say Pakistan Zindabad in end means he's leaving 😢,0.0
Ducky Extra channel pa kb aoo gay bhai❤,2.0
ducky extra pr kb tk Ara ho,2.0
Ducky family like karty jao,1.0
Ducky gaming channel ka link dedo,2.0
Ducky Gmaing channel ka name Ducky Gaming rakhna,2.0
Ducky has lost so much weight,2.0
ducky i love you,1.0
Ducky is my favorite ❤,1.0
ducky is the 😅😅😅,2.0
Ducky k bachaa mere comments,0.0
Ducky ka dant toot gya hai,2.0
Ducky ka gaming channel agya ducky reloaded,2.0
ducky ka hater mkc,0.0
Ducky ka haters ke mkc bkc mkl,0.0
Ducky ka QNA kaha h❤❤😅,2.0
Ducky kbh apne apney ghr k bare me nh btya k yh apka ha ya rent ka,2.0
Ducky ki pyla video better thi ab vilog bakr hn,0.0
ducky ko kiya huwa hai vlogs ko he has to quit vloging,0.0
Ducky Kuta million kar wa ka aik vlog nahi dala,0.0
Ducky Maza nahi aya,0.0
Ducky me satar ka pota ho jin ko ap ne davot pe bolaya tha me,2.0
Ducky mian AP ka fan hon aik PS5 chaie,2.0
Ducky mota aroob payri,1.0
Ducky muja ap sa love ha,1.0
Ducky ny yahin se china ki planning ki,2.0
ducky on top,1.0
Ducky plss roz vlog upload kia kro tmare vlog dekhe bina din nh guzarta 😭,2.0
Ducky reaction when he say aroob itni pyaari aur app itna duckys reaction,2.0
Ducky reload apka channel he?,2.0
Ducky Reloaded Ducky Bhai new gaming channel 😍❤️,1.0
Ducky reloaded new channel 😮,2.0
ducky sex kb kb krna,0.0
Ducky tou ne mera question nhi uthaya kutte kameeneee 😭🤨,0.0
Ducky tu pote ktne bar kerta ha 😂,2.0
Ducky we really miss your ramzan series please daily vlogs upload kia kare i really love your vlogs ❤,1.0
Ducky well done 👍😅,1.0
Ducky yar buhat funny hu ap😂,1.0
Ducky yar kis trhan kay vlogs bnanay lgay ho?,0.0
Ducky yr Kahn gaib ho jaty hain,2.0
Ducky yr mujhy aroob ko chodna he kia chosen,0.0
ducky bhai big fan ,1.0
Duckybhai I love you,1.0
Duckybhai level 😂😂😂❤❤❤❤❤,1.0
Duckybhaiya ko Kaun sa song Pasand hai,2.0
Ducty bhai m following k OK,2.0
ducy bhai mashallah ap jesa hendsam larkhy ho ap dono ki jori bhot achy hen ❤,1.0
Ducy Bhai second marriage,2.0
Duggi bhai Burj khalifa jise to lagte 😅😅kya karoge Burj khalifa khareed ke,2.0
Dukey bahi funny 🤣 vedos,1.0
Dukey bhai ma Tara sal ka subscriber ho mara coment la lo please,2.0
dukey bhai marrige prank,2.0
Dukey very nice and aroob Koji ha,1.0
Duky bahi ap ko log tuty bahi ko Bolta han is ka reply zaror Dina ?,2.0
Duky bahi love from Balochistan❤,1.0
Duky Bhai ak ka baby kaha hai,2.0
duky bhai ap bara lol hoo,1.0
Duky Bhai Ap Ramzan ki daily Vlogging Start katdo please 🥺🥹🥹,1.0
Duky bhai apki Behan ko apki maddad ki zaroorat hai plz help me🙏😭😭🙏😭,2.0
Duky Bhai apny mama ke Sath yes kare,2.0
duky bhai me apke sare vedio like karta hi,1.0
Duky Bhai muja bacho Fortuner Kitna ki ha price bolo,2.0
Duky bhai or kitny pardy wash hone hain apke😂😂😂😂,2.0
uky bhai ps givawy ma mujha zarror add ki jiya ga big fan from 🤩🤩🤩😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,1.0
Duky Bhai smart Bhi ho jai,1.0
Duky bhaii ek brand ha Pakistan ka naii pury world ka ❤❤,1.0
Duky bhi tati bhi 😂😂😂,0.0
Dukye bahi vilog Ku Ni a raha,2.0
Dumb episodes literally,0.0
Dunia ka bekar darma,0.0
duniya ki reallty,2.0
Durood bar Muhammad (s.a.w.w) o all e Muhammad (s.a.w.w),1.0
DUROOD bar Syed e alam Salawat bar Muhammad saw ❤,1.0
Dusra API shod kaha hai,2.0
Duty To to sanda,2.0
editing ka issue ho geya. isi lioye quality thori low lag rahi hai.. So Sorry.,2.0
Editors should be fired,0.0
Educated family MA sha Allah 💞 rajab butt shame on you,0.0
Education scam hai 💯,0.0
Eeeee jhot bol raha Hai romaisa khan bol gye app 😂😂😂❤❤❤,0.0
Eid milad un nabi Mubarak ❤,1.0
Eid milad un nabi Mubarak ❤❤❤,1.0
Eid mubarak - April,1.0
Eid Mubarak 😂,1.0
Eid Mubarak sabko😊😊❤❤❤❤❤❤❤❤❤,1.0
Ek bandy ny bola tha ye ghar ducky ny mujh se rent per liya hy ?? Please es per ek video bnaaye. Kia masla tha us bandy ny aesa Q bola. Jab ap jail me thy,2.0
ek galli hai aap age chalte jana phir stairs hai ek door bhi hai wo hai mera ghar,2.0
Ek tho fariyah or us ki hrkatain😂😂,2.0
ek toota hua dil hu mai shehar mai weerana,2.0
ek totaa huwa dill hoon mai shaher mai weerana ..................,2.0
End boring kardi hain episodes,0.0
End kardiya is jaisa combination out of this world everything is perfect,1.0
End level can't be beat able 😍😍😍😍😍😍,1.0
English cc is missing.. Pls add 😊❤,2.0
Entro dance so funny 🤣 brother love you create same more please,1.0
Ep doesn't download?,2.0
ep kab aayega?????,2.0
Ep kyun nahi Aya,2.0
Ep Post karo na 😢🙏,2.0
episod kobay asbay???????????,2.0
episode aya hy is week?,2.0
episode dikhao Intezar Mein Hun,2.0
Episode is worst episode ever.,0.0
Episode kab aay gi,2.0
episode kab Aya gi vhi,2.0
episode khab release ho ga,2.0
Episode ki ending fazool thi,0.0
episode kidhr h,2.0
episode late kia hui contrast achi ho gai 🤣,1.0
episode nahi aa raja hai,2.0
Episode nahi aya ?,2.0
Episode nahi ayea😳,2.0
episode ni aye?,2.0
episode no coming why,2.0
episodes kaha hai?,2.0
eska edit bana chahiya,2.0
Esko sun ka maja a jata hn 😊,1.0
Esy hi pakrty hain,2.0
Everyone in ramzan?,2.0
Excellent analysis 👍,1.0
excellent explanation of a complicated situation. Huge love and respect from Waziristan. ❤,1.0
Excellent information and analysis.👍👍,1.0
Excellent information faisal bhai❤❤❤,1.0
excellent stuff....creativity hitting skies,1.0
exceptionally excellent outstanding devotinal song with divine touch thanks,1.0
Faisal bahi ❤,1.0
faisal bahi ap video ma salam kayuh ni karta????,2.0
Faisal Bai you are great 😃👍 Baby ko banbari Pasand ha Israel really baby of America ha,1.0
Faisal Bhai aap daily video upload Kiya karo,2.0
faisal bhai baby na kaha warna baby ap sa be naraz ho jaye ga 🤣🤣🤣🤣🤣🤣,2.0
Faisal bhai great game ke next episode kab ayee gee???,2.0
Faisal Bhai India Israel per video bnanain,2.0
Falak ka husband Kitna acha hai Kitna understanding hai🎉,1.0
Falak ki shirt pe O and M kyu likha huva it's mean OM... ?,2.0
Falsteen please support,2.0
Falto ho gaye bas ab ye,0.0
Faltu ki hai kamyar bakwas hai har din drinks,0.0
Faltu sala Ducky bhai network mera poochho to hans kar order lata hai,0.0
Faltu bana de rahe hain kuch bhi,0.0
Faltu drama,0.0
Faltu ka dragging ab ye sirf bakwas story hai,0.0
Family mein beghairat hota hai yahan to tu family ke sath bhi beghairat hai bhai,0.0
Fantastic remix with iPhone ringtone,1.0
Far better than Rajjab ghatiya,1.0
Faria and Khawar haters hazri lagao,2.0
Faria and Khawar ko jail mein hona chahiye kaise independent zindagi jee rahe hain aur Kamyar abhi bhi Faria ke sath kyun ghoom raha hai kya bakwas drama hai,0.0
Faria ka chashma fity muh,0.0
Faria mother Faria,0.0
Faria o please come close with Sheikh Rasheed,2.0
Faria or Kamiyaar ka bhi alag hi hisaab hona,2.0
Faria or Khawar super hero ban gaye Ayra bichare qasorwar,0.0
FARIA perfect time pass for Kamyar,2.0
Faria pmo please kill her,0.0
Faria sudhar nahin sakti rassi jal gai bal nahin gaya,0.0
Faria went to Kamyars bedroom with full of drunk Give me a fuck in break,0.0
Fariaa ka muh dakhooo lamba lamba,0.0
Fariah Khwaja Sara hai kya,2.0
Fariha eye,2.0
Fariha ko hurt bhi karta hai aur uske sath ghoomte hai,0.0
Fariha looks like Rani Masha in jungle book,2.0
Fariha ND Khawar ka kya hoga,2.0
Fariya agar drink chhod de to uski sehat achi ho jaygi,1.0
Fariya and Khawar are perfect for each other,1.0
Fariya ki wajah se sab hua usi ke sath ghoomta hai ye konsi baat hui,2.0
Fariya mujhe buddi boji lagti hai,0.0
Fariya needs to die idk how Kamiyaar forgave her,0.0
Fariya or Kamyar ka rishta kya hai yaar kaisa writer hai kasam se,0.0
Fariya perthatic aunty,0.0
fasail bahi kia tha yeh sab bluff ho …,0.0
Fasail bhia Respect button,1.0
Fasial your vlog is worth hearing,1.0
Father behaviour with patient dado was a stupid act,0.0
Father is back,2.0
Father of,2.0
Fatiha's mom is really too good,1.0
Fav part,1.0
Favourite close to heart ❤️💖 Well-done good job Mashallah 🥰 Khaifi khalil,1.0
Fazal bakhsh or shibra ki chemistry bht yaad arahi hai in dono ki bakwas drama chemistry dekh k,0.0
Fazol boring,0.0
Fazool 3rd class drama aur story,0.0
Fazool drama kr diye ha…kamyar ka topi drama hi khatum ni ho raha,0.0
Fazool hi chal Raha hy ye drama khatam ho jae bs ab ye,0.0
Fazool stori fazool ep bakwas drama fazool kamyar,0.0
Fazool Writer jisne yeh drama likha hai. You guys just dragging drama for views that’s all Aur Hania Ki kya Gatiya Acting hai honestly,0.0
Fazul kar diya drama ab,0.0
Fazul script aj wali episode bakwas acting of bilal,0.0
FEB ; PM,2.0
February attendance here,2.0
February here,2.0
February pm,2.0
Feeling bad for Ayra,0.0
feeling bad for ayra,0.0
Feels like I'm floating somewhere else…,2.0
Female rapper,1.0
Feriya serf aik he kaam ki laiq hy,0.0
Fhdchgghbcvhfcvhfcgggjm Gnhvbhbg Hhhgbj,2.0
Fher sy dance,2.0
Fidaka Abbi wa ummi ya Rasulallah sallalla ho elehe wassalam,1.0
Finallly 🥹🥹🥹🥹 Thank you sooo much Allah,1.0
finally 's Ramadan Memories epi Coming sooon guyyyyyyzzzzzzz,1.0
Finally back,1.0
Finally broo cameee,1.0
Finally come back ho gya,1.0
Finally ducky bhai ko yaad agya ke iss ka aik YouTube channel bhi hai,1.0
Finally ducky is alive I thought ducky died,0.0
Finally ducky is back,1.0
Finally etni din bat dhekne ko mila,1.0
Finally he got it QNA,1.0
Finally he uploaded a blog,1.0
Finally i found the song,1.0
Finally lady singer wearing Bhagwa in Pakistan.....Jai Shri Ram,2.0
Finally Saalo ka Intezaar khatam hoa Ducky Gamer Is back Love you Bro,1.0
finally they go Love you ducky Bhai,1.0
Finally this guy got the recognition that he truly deserves < Asrar sir a huge fan here,1.0
Finally vlog agaya bhayeeee😂,1.0
"Finally, a song which is not fully electronic based. Luved it. Hats off!",1.0
Finally... i've been waiting for this masterpiece since when Asrar uploaded trailer with The Legend Abida Parveen,1.0
Finallyyyyy missed u guys,1.0
Finely i found episode 🙂,1.0
FINLLY BHAI KO YAAD AA GAYA KA MERA YOUTUBE CHANNEL BHI HA😅😅😅😅😅😅,1.0
First comment ❤,1.0
First in 🎉,1.0
First like 😂,1.0
First shair is of wasif ali wasif kalam,1.0
First singer is Pakistani ISI,1.0
First some episodes are lovable and enjoyable but then a rotten story line...,2.0
First song listend in,2.0
First time follower's Ab k followers . 😮😮,2.0
First time listening in September 2k25,2.0
first time vlog dekha and i really get bored,0.0
First time watching their vlog bcz of ducky bhai vlog 🏌️💆,2.0
First viewer ❤,1.0
Flawless superb 👌,1.0
Fold baichnay ka waqt aaa gya ha shayed 😅,2.0
Fond of it Naara E Mastana ❤ finest sufi track,1.0
Fortuner ki LC ly lo,2.0
Fortuner sell Nahin Karni Meri dream car hai kutte nahi Karni sell plz,2.0
Free balchositan 🎉🎉,1.0
FREE fire player ha koi yaha❤,2.0
Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸❤❤❤,1.0
Friday ko episode kiun nhi ai?,0.0
Friends link pe click kren,2.0
From -- ❤,1.0
From Afghan jalebi to Mein nara e mastana...Asrar has a range and versatility.,1.0
From Afghan jalebi to nara-e-mastana. Asrar nailed it.,1.0
From Assam any one?,2.0
From Australia 🦘🦘❤,2.0
From Bangladesh 🇧🇩,2.0
From Bangladesh ❤❤❤ Pakistan and kafi khalil...❤❤❤,2.0
From bangladesh ❤🎉,2.0
"From Bangladesh. September ,",2.0
From Day ONE❤,1.0
From green flag to red forest kamyar achieve his journey 😏😏😏,2.0
From india 🇮🇳,2.0
From india. Masterpiece.,1.0
From Mauritius 🇲🇺 ♥️ ❤️,1.0
from nepal 🇳🇵 ❤,1.0
From Pakistan🇵🇰. We Stand with Iran🇮🇷 Salute to Supreme Leader Sayed Ali Khamenai ✋️,1.0
From quick style ❤,1.0
From Quickstyle 😂,2.0
From where we need to apply for pre book,2.0
From. Love from liyari ❤,1.0
"Fuc×ed up episodes, the role of kamyar nowadays is totally disappointing. Need new writer to continue these episodes😂😂",0.0
fuck this series,0.0
Fucking up story,0.0
Full drama is only drink show 😢,0.0
Full enjoy this song..!! Box was make more frequency 😂,1.0
Full support ducky bhai,1.0
Full support to Independent Balochistan❤,1.0
Fully addicted to this song there days,1.0
Fully waste time,0.0
"Fun fact : when i,m in 1st ep of mere zindegi hay tu they say kamiyar i hear kamina 😂",2.0
"Fun fact ""most of the people here are indians""🇮🇳",2.0
fune h me buht gareeb h ap ka shgrid bna chta hn mujhe yaqeen ap mujhe jawad do ge😢,0.0
"Funniest QnA ever , hasss hasss k mama sy b dant PARI or gala b khrab hogya chest pain start hogyi 🤣🤣😂😂🤣😂😂",1.0
Funny dance saad😂😂,1.0
Funny vlog 😂😂,1.0
furqan bhatti Aap ka Bhai Hai Kya 😂,1.0
Fuzullllll tareeeeen drama faltu Mai lamba kar k tabha kar dia😊,0.0
FVRT KALAM ❤,1.0
Fx chain on drums plz 🙏,2.0
g allha pak sakar,1.0
G Wasif G 🙏🧡🙏 G RANI G 🙏❤🙏,1.0
Gaane Mai itna bhi sach nhi bolna tha ❤️🙌,0.0
Gam8ng wale please like karo,2.0
Games video kab aiga,2.0
Gaming channel bnao,2.0
Gaming channel pe hoga shitty shitty🌚😂,0.0
Gaming channel per kab wapus awo ga,2.0
gaming coming soon,2.0
Gaming ka kya socha ducky bhai,2.0
Gana gana hota yar koy border ka lakir Nehi I love Pakistani singers ❤,1.0
Ganda Ganda 😂,0.0
Ganda message hai pak k liye nasa aur nasedi,0.0
Gandio is back 😂😂❤❤❤🎉🎉🎉🎉,1.0
gane a ke de ba pae le,2.0
Gane ke mamle me no hindu no muslim 😂,2.0
garibo ko aftaar party dedo,1.0
garmi charh gyi part something something?? kab?,2.0
Gatya Kam Kya he belal ne,0.0
GB RAM Vs GB RAM Konsa Varient Best Ha For S26 Ultra ?,2.0
gems in one frame 😢 nayab ha dono,2.0
Generative AI se somehow nafrat si hone lagi hai.. bohot hi wich ho gaya hai.. @ Bilal bhai ka iphone best phone hai 😮😂😂😂😂,0.0
Geo aik Saal Baad AP pohonch hi gye china by road,1.0
Geo baloch love you ❤❤❤,1.0
Geo ducky 😂😂,1.0
Geo geo 🖤🇵🇰🇵🇰,1.0
Geo Geo miss u ama😢,0.0
Geo you too baby ❤,1.0
Gg ha g😊,2.0
Gh kana yaeo best dance performance uuu,1.0
ghanta kuch samajh nahi aaya but i love this song 10baar suna,1.0
ghar may aga toh wapas nhi jai ga samjay kia,2.0
Ghar saf kar lya karo🏡,1.0
Ghr k bara mn btao k fake kha,2.0
Gift me pro mx,1.0
ginnay ka liya pehlay honay bhi toh chaiya 😅😅,2.0
Ginvam maza nahi aya😢,0.0
Girl cooked it ❤❤ that mukhalifa part is 🔥🔥🔥🔥,1.0
Girl rap hit so ❤❤❤ she also slayed,1.0
Girl rap is op.....🔥❤,1.0
Girl really amazing voice,1.0
Girl voice is osam,1.0
Girl's rap is on another level😮 ❤,1.0
Girls college tha 😂,2.0
Giufogjhrcbkdgfjjfhgdrdjhbgrvjhf Vdgkdbjybkj Eghtfb Egiyetyu Fhhrtrry tifftnfuuyd Ytuyfurii Yufhtud,0.0
Give me chance please 🙏❤,1.0
Give me gift,1.0
Giyan hai app,2.0
GMC ka Dala le lena,2.0
Go to umra again,2.0
God bless all umah,1.0
Going on the boring way..😖,0.0
Going to buy today,2.0
Going to Dubai,2.0
Gold singer abida parven love you from bangladish ❤❤🇧🇩🇧🇩,1.0
Good 👍 geo Bhutto,1.0
Good 👍 job,1.0
Good 👍🏼 sok ahgy ❤,1.0
Good analysis ✔️,1.0
Good analysis 👍,1.0
Good Duck Bhai ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1.0
Good Faisal Bhai ❤❤❤ Great Information.,1.0
Good good 😊😊😊❤,1.0
Good hania's father,1.0
Good ho gya Ducky Bhai 😊,1.0
Good information thanks Faisal,1.0
Good informative vedio,1.0
Good israr bhai and abida sister beautifull voice. Good play i liked and most listen,1.0
Good job bhai 😊,1.0
Good job bro ❤❤❤,1.0
Good job Faisal bhai,1.0
good job my friend,1.0
Good joob Brother,1.0
Good knowledge information shabash Faisal,1.0
good ko pip,1.0
Good looking for all. 🎉like 🎵 song,1.0
Good luck ❤,1.0
Good man Ducky Bhai 👍👍👍,1.0
Good points 💯,1.0
Good said baby hahahaha,1.0
"Good song , but pani phir bhi nai milega. 😊",1.0
Good song ❤,1.0
Good song feeling good,1.0
Good song keep it up 👏👏,1.0
Good song singers brother and sister may be😂,1.0
Good story turning into bad.......,0.0
Good to see Iranian language of Pakistan being promoted,1.0
Good to see u after such a long time❤❤❤,1.0
Good very good song,1.0
Good video yarr,1.0
Good work for nation and humanty,1.0
Goog song and good singers❤❤❤❤❤❤❤,1.0
Google nale film,2.0
Gosh I love this song sm,1.0
got me!!!!!! kamyar now undeserved himself from ayra.. khatammm,0.0
Grand operation 😂,2.0
Great Analysis! Better investment of time to know the great picture of geopolitics!,1.0
Great analysis. Well-researched and thorough.,1.0
"Great Bhai, ap k analysis ka koi torr ni he",1.0
Great day 😊😊😊😊😊😊❤❤❤,1.0
Great Faisal WaRrAicH,1.0
Great fasil warraich❣️❣️❣️,1.0
Great information dear,1.0
Great love and respect from BHARAT,1.0
"Great music ,, salut",1.0
Great nice family,1.0
"Great poetry , I get to masst",1.0
Great prophet hazrat Muhammad saw,1.0
Great singers with nice kalam ♥️🙏,1.0
great song needs to be promoted whats the point of having a gemm if no one experiences it,1.0
Great Sunda dance in the beginning ❤ bravo Shippu !😊,1.0
Great work 💯,1.0
Great work bro 💯,1.0
"Great writing by my "" My Murshad.... Wasif Ali Wasif Sahib.""........",1.0
Great writing of Hazrat Wasif Ali Wasif R.A,1.0
great yar maza a gaya😂😅❤❤❤,1.0
"Great, Sufi ki jay !",1.0
Gross story ye writer kya krta hy,0.0
GTA coming soon incoming trend.🎉,2.0
GTA ke release pe bharosa kar lena lakin kabi Ducky ke wahdoon war na karna,2.0
Gta5 gaming video chahiye,2.0
Gud n beautiful voice,1.0
Gujjar soba nahi hy hazara pushtoon door raho,0.0
Gun Kha 😂😂😂,0.0
Gutter band Jo haya hai Trump Bhangee Kahan hai,0.0
Guys after quick style 😊 watching in 😂 Guys still reading my comment 😮 Pakistani guys 🔫 Indian guys 🇮🇳.,2.0
Guys anyone from October 😂,2.0
Gym jaya kro,2.0
H*dar drama 🚩,0.0
"Ha Drama Da mung wrta hum pa intizar u,,,❤",1.0
Ha pata nhi kesay log Jin ka bacho Ki traf dihaan nhi janta,0.0
Haalal Rap Sister😂😂😂,1.0
Haan ducky Bhai aap kab tak vloging karo ge,2.0
Haan ducky bhai AAP kab tak vloging Karo ge,2.0
had me dead 🤣😭🙏,2.0
"had to turn on the subtitle, loved that rap part, Eva B deserves a huge applause",1.0
Hafte main episode hote thy ab sirif yek 😢,0.0
Haha which club operates in the morning or daytime and weekdays or anything 😂😂😂 Pakistani clubs lol,2.0
hahaha geo yaar,2.0
Hahaha harami banda hai 😂❤,1.0
Hahaha kamyar😂😂😂 happy birthday 🎉😂😂😂😂,1.0
Hahahaha Ballyyy Tere Roly tattii Bhai 😂,1.0
Hahahaha bilal at hinia sis home 😂,2.0
HAhahahahahaha yar bhai ye dance. Uffffff😂😂😂😂😂,1.0
Hai ap ka enemy thara bhai joginder 😂,2.0
Haji market ka javeed darzi,2.0
Halal Rapper 😂😂😂,1.0
Hallo daily vlog upload Kia karo😡😡,0.0
Halo friend anyone,2.0
Ham ko ap pasan nhi ha ap wife pasan ha❤❤,2.0
Hameri??? Thank you ducky bhai 😂❤,1.0
Hamz I can help you 😢😢😢😢,0.0
Handos out the best song of Season notwithstanding whatever number of views tells you.,1.0
Hani love you,1.0
"Hani😊l, love you Muhammad 💗",1.0
Hania & Bilas Abbas ♥️🇮🇳,1.0
Hania amir best actress in the world,1.0
Hania amir is so cute and beautiful,1.0
Hania over bilal king,1.0
Hania so cutee,1.0
"Hanna and Billal should have in a stronger Drama, this is very boring",0.0
Hans hans k wakhia drd hony lg gay,0.0
Happy birth day😂😂😂😂😂😂😂😂,1.0
Happy birthday 🤣🤣🤣,1.0
happy birthday 😂,1.0
happy birthday 😂🤣😂🤣😂,1.0
Happy birthday 😂😂,1.0
Happy birthday 😂😂😂,1.0
happy birthday 😂😂😂,1.0
Happy birthday 😂😂😂😂😂😂😂😂😂 birthday hota hi ni hai 😂😂😂,1.0
Happy birthday 😂😂😂😂😂😂😂😂😂😂,1.0
happy birthday 😅,1.0
Happy birthday epic😂,1.0
Happy birthday son bs SI is pp hi Jess me know something new sy NSU since. Sunday morning is 😊😊😊😊😊😊❤❤❤❤❤❤,1.0
𝑯𝒂𝒑𝒑𝒚 𝒃𝒊𝒓𝒕𝒉𝒅𝒂𝒚 𝒕𝒐 𝒖😂😂,1.0
Happy birthday to you 😂,1.0
Happy birthday to you 😂😂,1.0
Happy birthday to you 😂😂😂😂😂😂,1.0
Happy birthday to youu 🎉🎉🎉🎉 😂😂😂😂😂😂,1.0
Happy Birthday wala scene hit different❤😂,1.0
Happy Birthday wala seen funny tha😂,1.0
Happy birthday wlaa scene 😂,1.0
Happy ending please,2.0
Happy M 🎉,1.0
happy new year,1.0
Happy Ramzan Mubarak 👇,1.0
Haq chaar yar.,1.0
Haq haq 😭,1.0
Haq murshad wasif Ali wasif,1.0
Haqq Ali maula,1.0
Har aik misra dil ki roshnai sy likha howa ha 🇬🇧,1.0
Har din har waqt kon party katra hein😵‍💫,2.0
Har Koi aapki Tarah Nahin hota hai tatti bhai,0.0
Haram hay to dikhatay quooon ho ???,0.0
Harami saab ❤❤❤❤ love u,1.0
Hart teaching ❤❤song,1.0
Hart touching song and sound,1.0
Harup bahut pyari hai,1.0
Haryana gana video block tum der banate ho,2.0
has has kE pagal ho gya bhi,0.0
Hat's off to Ayra's patience,1.0
Haters of faria came here,0.0
Hats off for rapper 😎,1.0
Hats off to BilalbAbaas 's acting,1.0
"Hats off to Coke Studio ,,,,,,,,,,, when I hear this seems like music is still alive",1.0
Hats off to coke studio pak for exploring raw talent of pakistan and putting it forward❤❤❤❤❤,1.0
hayeee jhooom otha me 🫳🏻👑,1.0
Hazart Muhammad saw ❤❤,1.0
hazir ho jao,2.0
Hazrat Muhammad (S A W)is the good person ❤ l ❤ Hazrat Muhammad (S A W),1.0
Hazrat Muhammad pe hamary jaan bhi qurban or hamara Pura khandam bhi qurban ya muhammad❤❤❤❤♥️💕,1.0
Hazrat Muhammad Saw,1.0
Hazrat Muhammad Saw ❤❤❤❤,1.0
He can do anything for his content.eduaction par lanat bej rha hai aor paison ka liye har cheez showoff kar rha hai.youth ka zehan kharab kr rha hai.,0.0
He can forgive faria and not ayra? Disgusting. Faria did everything. She should be the one who should be punished.,0.0
He can forgive fariya but not ayra whom he was dying for...drama is a shit now,0.0
He doesn't deserve her.,0.0
He have girlfriend,2.0
He is doing so bad,0.0
He is DR MIAN FAISAL not mian faisal...,2.0
He is legend and legend never die,1.0
HE is Only Drama,2.0
he is right,1.0
he is talking about @badlabrother2. I think,2.0
He is the only guy who is up to abida sahiba's level some how,1.0
He looks like Emiway Bantai.,2.0
he only deserve fariya not ayra,0.0
He watched mkbhd's videos first. 😅,2.0
Headphone k saath suntay jaayai aur saath jhoomty jayai 💞💞💞💞💓💓💓💗💗💗,1.0
Heart soothing kalam of Murshid Wasif Ali Wasif sung by two diamond artists Asrar Abida parveen💙💚,1.0
Heart Touching ❤,1.0
Heart Touching ❤️❤️,1.0
heart touching 😍😍😍😍😍😍😍😍,1.0
Heart touching feeling... This qawali,1.0
Heart touching kalam,1.0
heart touching man🥺🥲❤,1.0
Heart touching soul shaking,1.0
Heart touching. Great job 👏 👍,1.0
"Heartbreaking song for me, this song was released on her wedding days. I always remember her wedding when i listen to this",1.0
Heartly regards to Divine voice (Abida ji),1.0
Hello 😊 ducky bhai,1.0
Hello Aroob api ducky ki gf Thi Naam rumaisa😊,1.0
Hello bhai ❤❤❤❤❤❤❤,1.0
Hello coke studio,2.0
Hello ducky army,2.0
Hello ducky Bhai,2.0
Hello Ducky Bhai 🦆,2.0
Hello ducky Bhai agle QNA me mujra kar ke dikhao,2.0
Hello duckyyyy give away 😂,2.0
Hello everyone Ramdan Mubarak 😊😊❤,1.0
hello hum kaisai hai \,2.0
Hello sir 💋🫦❤️‍🩹🫀🫂,2.0
Hello sir 🫂🫀❤️‍🩹💋🫦,2.0
"Hello tati bhai, 🎉🎉, why are so fat",0.0
"Hello, the Bhai has also girl",2.0
Hellow watching from China,2.0
Her father's decision was hundred percent right,1.0
Her Rap ! Damm ❤❤,1.0
Her rap is very good and this one is song i love it ❤❤❤❤❤❤❤❤❤❤❤❤,1.0
Her voice heal my pains,1.0
