text,label
Gandio is back 😂😂❤❤❤🎉🎉🎉🎉,1
gane a ke de ba pae le,2
Gane ke mamle me no hindu no muslim 😂,2
garibo ko aftaar party dedo,1
garmi charh gyi part something something?? kab?,2
Gatya Kam Kya he belal ne,0
GB RAM Vs GB RAM Konsa Varient Best Ha For S26 Ultra ?,2
gems in one frame 😢 nayab ha dono,2
Generative AI se somehow nafrat si hone lagi hai.. bohot hi wich ho gaya hai.. @ Bilal bhai ka iphone best phone hai 😮😂😂😂😂,0
Geo aik Saal Baad AP pohonch hi gye china by road,1
Geo baloch love you ❤❤❤,1
Geo ducky 😂😂,1
Geo geo 🖤🇵🇰🇵🇰,1
Geo Geo miss u ama😢,0
Geo you too baby ❤,1
Gg ha g😊,2
Gh kana yaeo best dance performance uuu,1
ghanta kuch samajh nahi aaya but i love this song 10baar suna,1
ghar may aga toh wapas nhi jai ga samjay kia,2
Ghar saf kar lya karo🏡,1
Ghr k bara mn btao k fake kha,2
Gift me pro mx,1
ginnay ka liya pehlay honay bhi toh chaiya 😅😅,2
Ginvam maza nahi aya😢,0
Girl cooked it ❤❤ that mukhalifa part is 🔥🔥🔥🔥,1
Girl rap hit so ❤❤❤ she also slayed,1
Girl rap is op.....🔥❤,1
Girl really amazing voice,1
Girl voice is osam,1
Girl's rap is on another level😮 ❤,1
Girls college tha 😂,2
Giufogjhrcbkdgfjjfhgdrdjhbgrvjhf Vdgkdbjybkj Eghtfb Egiyetyu Fhhrtrry tifftnfuuyd Ytuyfurii Yufhtud,0
Give me chance please 🙏❤,1
Give me gift,1
Giyan hai app,2
GMC ka Dala le lena,2
Go to umra again,2
God bless all umah,1
Going on the boring way..😖,0
Going to buy today,2
Going to Dubai,2
Gold singer abida parven love you from bangladish ❤❤🇧🇩🇧🇩,1
Good 👍 geo Bhutto,1
Good 👍 job,1
Good 👍🏼 sok ahgy ❤,1
Good analysis ✔️,1
Good analysis 👍,1
Good Duck Bhai ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1
Good Faisal Bhai ❤❤❤ Great Information.,1
Good good 😊😊😊❤,1
Good hania's father,1
Good ho gya Ducky Bhai 😊,1
Good information thanks Faisal,1
Good informative vedio,1
Good israr bhai and abida sister beautifull voice. Good play i liked and most listen,1
Good job bhai 😊,1
Good job bro ❤❤❤,1
Good job Faisal bhai,1
good job my friend,1
Good joob Brother,1
Good knowledge information shabash Faisal,1
good ko pip,1
Good looking for all. 🎉like 🎵 song,1
Good luck ❤,1
Good man Ducky Bhai 👍👍👍,1
Good points 💯,1
Good said baby hahahaha,1
"Good song , but pani phir bhi nai milega. 😊",1
Good song ❤,1
Good song feeling good,1
Good song keep it up 👏👏,1
Good song singers brother and sister may be😂,1
Good story turning into bad.......,0
Good to see Iranian language of Pakistan being promoted,1
Good to see u after such a long time❤❤❤,1
Good very good song,1
Good video yarr,1
Good work for nation and humanty,1
Goog song and good singers❤❤❤❤❤❤❤,1
Google nale film,2
Gosh I love this song sm,1
got me!!!!!! kamyar now undeserved himself from ayra.. khatammm,0
Grand operation 😂,2
Great Analysis! Better investment of time to know the great picture of geopolitics!,1
Great analysis. Well-researched and thorough.,1
"Great Bhai, ap k analysis ka koi torr ni he",1
Great day 😊😊😊😊😊😊❤❤❤,1
Great Faisal WaRrAicH,1
Great fasil warraich❣️❣️❣️,1
Great information dear,1
Great love and respect from BHARAT,1
"Great music ,, salut",1
Great nice family,1
"Great poetry , I get to masst",1
Great prophet hazrat Muhammad saw,1
Great singers with nice kalam ♥️🙏,1
great song needs to be promoted whats the point of having a gemm if no one experiences it,1
Great Sunda dance in the beginning ❤ bravo Shippu !😊,1
Great work 💯,1
Great work bro 💯,1
"Great writing by my "" My Murshad.... Wasif Ali Wasif Sahib.""........",1
Great writing of Hazrat Wasif Ali Wasif R.A,1
great yar maza a gaya😂😅❤❤❤,1
"Great, Sufi ki jay !",1
Gross story ye writer kya krta hy,0
GTA coming soon incoming trend.🎉,2
GTA ke release pe bharosa kar lena lakin kabi Ducky ke wahdoon war na karna,2
Gta5 gaming video chahiye,2
Gud n beautiful voice,1
Gujjar soba nahi hy hazara pushtoon door raho,0
Gun Kha 😂😂😂,0
Gutter band Jo haya hai Trump Bhangee Kahan hai,0
Guys after quick style 😊 watching in 😂 Guys still reading my comment 😮 Pakistani guys 🔫 Indian guys 🇮🇳.,2
Guys anyone from October 😂,2
Gym jaya kro,2
H*dar drama 🚩,0
"Ha Drama Da mung wrta hum pa intizar u,,,❤",1
Ha pata nhi kesay log Jin ka bacho Ki traf dihaan nhi janta,0
Haalal Rap Sister😂😂😂,1
Haan ducky Bhai aap kab tak vloging karo ge,2
Haan ducky bhai AAP kab tak vloging Karo ge,2
had me dead 🤣😭🙏,2
"had to turn on the subtitle, loved that rap part, Eva B deserves a huge applause",1
Hafte main episode hote thy ab sirif yek 😢,0
Haha which club operates in the morning or daytime and weekdays or anything 😂😂😂 Pakistani clubs lol,2
hahaha geo yaar,2
Hahaha harami banda hai 😂❤,1
Hahaha kamyar😂😂😂 happy birthday 🎉😂😂😂😂,1
Hahahaha Ballyyy Tere Roly tattii Bhai 😂,1
Hahahaha bilal at hinia sis home 😂,2
HAhahahahahaha yar bhai ye dance. Uffffff😂😂😂😂😂,1
Hai ap ka enemy thara bhai joginder 😂,2
Haji market ka javeed darzi,2
Halal Rapper 😂😂😂,1
Hallo daily vlog upload Kia karo😡😡,0
Halo friend anyone,2
Ham ko ap pasan nhi ha ap wife pasan ha❤❤,2
Hameri??? Thank you ducky bhai 😂❤,1
Hamz I can help you 😢😢😢😢,0
Handos out the best song of Season notwithstanding whatever number of views tells you.,1
Hani love you,1
"Hani😊l, love you Muhammad 💗",1
Hania & Bilas Abbas ♥️🇮🇳,1
Hania amir best actress in the world,1
Hania amir is so cute and beautiful,1
Hania over bilal king,1
Hania so cutee,1
"Hanna and Billal should have in a stronger Drama, this is very boring",0
Hans hans k wakhia drd hony lg gay,0
Happy birth day😂😂😂😂😂😂😂😂,1
Happy birthday 🤣🤣🤣,1
happy birthday 😂,1
happy birthday 😂🤣😂🤣😂,1
Happy birthday 😂😂,1
Happy birthday 😂😂😂,1
happy birthday 😂😂😂,1
Happy birthday 😂😂😂😂😂😂😂😂😂 birthday hota hi ni hai 😂😂😂,1
Happy birthday 😂😂😂😂😂😂😂😂😂😂,1
happy birthday 😅,1
Happy birthday epic😂,1
Happy birthday son bs SI is pp hi Jess me know something new sy NSU since. Sunday morning is 😊😊😊😊😊😊❤❤❤❤❤❤,1
𝑯𝒂𝒑𝒑𝒚 𝒃𝒊𝒓𝒕𝒉𝒅𝒂𝒚 𝒕𝒐 𝒖😂😂,1
Happy birthday to you 😂,1
Happy birthday to you 😂😂,1
Happy birthday to you 😂😂😂😂😂😂,1
Happy birthday to youu 🎉🎉🎉🎉 😂😂😂😂😂😂,1
Happy Birthday wala scene hit different❤😂,1
Happy Birthday wala seen funny tha😂,1
Happy birthday wlaa scene 😂,1
Happy ending please,2
Happy M 🎉,1
happy new year,1
Happy Ramzan Mubarak 👇,1
Haq chaar yar.,1
Haq haq 😭,1
Haq murshad wasif Ali wasif,1
Haqq Ali maula,1
Har aik misra dil ki roshnai sy likha howa ha 🇬🇧,1
Har din har waqt kon party katra hein😵‍💫,2
Har Koi aapki Tarah Nahin hota hai tatti bhai,0
Haram hay to dikhatay quooon ho ???,0
Harami saab ❤❤❤❤ love u,1
Hart teaching ❤❤song,1
Hart touching song and sound,1
Harup bahut pyari hai,1
Haryana gana video block tum der banate ho,2
has has kE pagal ho gya bhi,0
Hat's off to Ayra's patience,1
Haters of faria came here,0
Hats off for rapper 😎,1
Hats off to BilalbAbaas 's acting,1
"Hats off to Coke Studio ,,,,,,,,,,, when I hear this seems like music is still alive",1
Hats off to coke studio pak for exploring raw talent of pakistan and putting it forward❤❤❤❤❤,1
hayeee jhooom otha me 🫳🏻👑,1
Hazart Muhammad saw ❤❤,1
hazir ho jao,2
Hazrat Muhammad (S A W)is the good person ❤ l ❤ Hazrat Muhammad (S A W),1
Hazrat Muhammad pe hamary jaan bhi qurban or hamara Pura khandam bhi qurban ya muhammad❤❤❤❤♥️💕,1
Hazrat Muhammad Saw,1
Hazrat Muhammad Saw ❤❤❤❤,1
He can do anything for his content.eduaction par lanat bej rha hai aor paison ka liye har cheez showoff kar rha hai.youth ka zehan kharab kr rha hai.,0
He can forgive faria and not ayra? Disgusting. Faria did everything. She should be the one who should be punished.,0
He can forgive fariya but not ayra whom he was dying for...drama is a shit now,0
He doesn't deserve her.,0
He have girlfriend,2
He is doing so bad,0
He is DR MIAN FAISAL not mian faisal...,2
He is legend and legend never die,1
HE is Only Drama,2
he is right,1
he is talking about @badlabrother2. I think,2
He is the only guy who is up to abida sahiba's level some how,1
He looks like Emiway Bantai.,2
he only deserve fariya not ayra,0
He watched mkbhd's videos first. 😅,2
Headphone k saath suntay jaayai aur saath jhoomty jayai 💞💞💞💞💓💓💓💗💗💗,1
Heart soothing kalam of Murshid Wasif Ali Wasif sung by two diamond artists Asrar Abida parveen💙💚,1
Heart Touching ❤,1
Heart Touching ❤️❤️,1
heart touching 😍😍😍😍😍😍😍😍,1
Heart touching feeling... This qawali,1
Heart touching kalam,1
heart touching man🥺🥲❤,1
Heart touching soul shaking,1
Heart touching. Great job 👏 👍,1
"Heartbreaking song for me, this song was released on her wedding days. I always remember her wedding when i listen to this",1
Heartly regards to Divine voice (Abida ji),1
Hello 😊 ducky bhai,1
Hello Aroob api ducky ki gf Thi Naam rumaisa😊,1
Hello bhai ❤❤❤❤❤❤❤,1
Hello coke studio,2
Hello ducky army,2
Hello ducky Bhai,2
Hello Ducky Bhai 🦆,2
Hello ducky Bhai agle QNA me mujra kar ke dikhao,2
Hello duckyyyy give away 😂,2
Hello everyone Ramdan Mubarak 😊😊❤,1
hello hum kaisai hai \,2
Hello sir 💋🫦❤️‍🩹🫀🫂,2
Hello sir 🫂🫀❤️‍🩹💋🫦,2
"Hello tati bhai, 🎉🎉, why are so fat",0
"Hello, the Bhai has also girl",2
Hellow watching from China,2
Her father's decision was hundred percent right,1
Her Rap ! Damm ❤❤,1
Her rap is very good and this one is song i love it ❤❤❤❤❤❤❤❤❤❤❤❤,1
Her voice heal my pains,1
Her voice is magical. Doesnt even need music. 😮‍💨🔥🔥🔥🔥🔥,1
"Her voice is something else, great tone and pure presence.",1
Here discovering coke studio pakistan after listening to Sunidhi Chauhan 🙃 Love from india🇮🇳❤,1
Here for EVA B !!!!!!,1
"Here, the story seems out of sorts.",0
Hero Aejaz shakeel chachaa hero raj bababbar bikaa leekaa seekaa.,2
Hero is back ❤🎉,1
Hero ki acting borring he,0
Heroine apne Pagal hero ko tehek kar rahi hai film dramao ke scene yaad aagye romantic 😲😯 hero tehak hogao aroob ki Katar,0
"Hey bro, what’s your problem? At least upload one video a week—it’s been so long since you posted. If you pull this again, I’ll file a case against you.",2
Hey Quickstyle.......... and it's continue.❤,1
Hey....i am from Bangladesh....it’s too good drama ❤❤❤,1
Hi :) 10M subscriber Mubarak ho😊,1
hi bro which editing app you use for editing plz tell me I strated first time youtube so i dont now plz help,1
Hi ducky bhai,2
hi ducky bhai where you from,2
Hi ducky bhai Yar which app you use for editing,2
Hi duky Bhai,2
Hi g khi hall hi,2
Hi gurbat 😢😅,2
Hi how are you can you come to hous,2
Hi I'm rameen Hassan and I'm years old and what is Qna,2
Hijabi rapper ❤ in muh py thaprr Jo khty hain hijabi girls kuch nhi kr skten,0
hilarious 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 can't control my laugh 😂😂😂😂😂,2
Hilarious scene when kamiyar celebrate dumboo's happy birthday 🎉 and said idea 💡 pehle me drop krunga Tumhe phr Tum mjhe drop krna 🤣🤣🤣,2
Hindi anuvad karo is gane ka,2
Hindi to bolo bhai,2
Hindistani united here hindustani = indian + paksitani,2
Hits hard 😊,1
Hizab karke rap kar rahi hei...!! 😂,1
Hm logo nay ap ko bht miss kia,1
𝖧𝗆𝖺𝗂𝗇 𝗄𝗈𝗇𝗌𝖺 𝖯𝖲5 𝗆𝗂𝗅𝗇𝖺 𝗁𝖺𝗂,2
Home tour krwa raha❤❤😂😂,1
Honestly speaking story koi itni new nai hy akser yahi stories Hoti hy zyada ter dramo me ...drama hit sirf hania or Bilal ki waja sy jaaa Raha hy,0
Honestly video short thi maza ni aya..,0
Hoor k sath langoor,2
Hope Pakistan is different from we see on news,2
Hota. Baha. School,2
How are you,2
How can they both like this script I am so shocked 🙂🙂,0
how come a doctor marries to a drunk person,0
how come fariya is never drunk,0
How is listening in like me😢😢😮,0
"How is the price good? I bought s25 ultra for ,000pkr 256gb",2
How is watching . am😂,2
How is watching in bakra ead,2
How is watching in the mid of,2
How like atif aslam qawali,2
How listening in ❤❤,1
How one could be Abida Parveen Ji... How... See her at .... that's absolutely something coming from most inner layer of heart... Sufism is divine..❤️❤️❤️,1
How reply me,2
How the phone got unlocked with fariya face? 😂,2
How to pre order?,2
How watch May,2
How watching in 😮...,2
how will we face muhammad saw on qayyamah😭😭,0
How YouTube know that I want to play this song and today morning I singing this song.😂❤,2
Hr Banda darood Ibrahim parhay ❤,1
Hug diaa Bc,2
Huge respect for Nusrat sahab,1
Hum b van ma y nat lagaty hn morning time I love this naat,1
Hum ny sumja ky ap marwar kay 😂😂,2
Humhy be uncle or Anti ko asy sath dekh kr bohat Khushi hoi 😁😁😍😍❤❤,1
Humsha zinda rahny wali Awaz NFAK ❤❤❤❤❤,1
Hunny trick list se kon kon aaya h😂😂,2
Husband wife ❌ Tom and Jerry ✅😅😅😅,2
Hussaini Zari k ghar se Kamli walaae paesh hai Muhammed ahmed ya Rasool Allah saaw unzur halaanaa.ismal kaalanaa.,0
Hy please love you too aroob,1
Hye please next’ episode,2
Hyee kia tareef ki hai nusrat sab ne mara sona nabi ki❤😢,1
I ♥️ MUHAMMAD ﷺ‎,1
I ❤ Muhammad,1
I ❤ you❤❤❤❤❤❤❤❤❤❤❤❤,1
I 💕 love dickey Bhai,1
I 💕 love Muhammad 💞💞💞❤❤❤❤,1
"I always ""skip"" % of such bull_shit",0
I am ❤,1
I am a Bangla desh aaa Apke bare bigk fan huuu,1
I am a big fan of you ducky bhai from ind plz like my comment,1
I am a huge fan of you,1
I am a huge fan of you from India ❤️,1
I am addicted to this song ❤,1
I am also obsessed with this song❤,1
I am big fab❤,1
I am big fan,1
I am Big fan kaifi Khalil sir 😊,1
I am controlling s26 Ultra ❌️ S26 Ultra controlling me ✅️ All data access to samsung 🤯,0
"I am discovering you today for the first time, maashaAllah for this gift!",1
I am first 🎉😅,2
"I am from 🇧🇩, love🇵🇰",1
I am from bangladesh and you ?,2
I am From Bangladesh love this song anyone Bangladeshi here ❤❤,1
I am from Bangladesh. I love coke music ❤,1
I am from bangladesh. This story is too much faltu. and kamiyar character is disgusting.,0
I am from chatgpt 😂,2
I am from India 🇮🇳 but like this song 🎵 👌,1
I am from India but I love Pakistan Coke studio😊,1
I am from India but Pakistan coke music is better than that of india,1
I am from Pakistan I need Indian Hindu girl,2
I am from quickstyle,2
"I am glad you pointed out the deception theory, I had this in mind when you were discussing this. ✌🏼",1
"I am Hamdani baloch, a proud citizen of Pakistan ❤",1
I am here watching after quick style 😂,2
"I am impressed about blochistan,Pakistan 🇵🇰’s success with this song",1
I am in duty but I have to watch your videos the best videos ever produced,1
I am in ending of and listening this qawwali 😊,1
I am in love with Ishtiaq😂😂😂,1
I am indian,1
I am indian 🇮🇳 But this is my favourite pakistani song!❤,1
I am Indian 😊😊,1
I am Indian but my favourite song ❤❤,1
I am indian This song very good I like this song Is song ko sunkar dil ko bahut sukun milata Hai Mai narayan mastana,1
I am infian,1
I am leaving this comment so that when anyone like my comment so that i Will listen this again💖💖💖😭😭😭,1
I am like this qawali,1
I am listen from Bangladesh,1
I am listening 🎧 everything bu this is ao amazing,1
I am listening in,1
I am listening to this song again today ❤ 🇧🇩 //,1
I am listing,2
"I am not gonna see now And unsubscribing now, ap videos rozana videos upload nhin kr rhe😭 Men naraz hn",0
I am not subscriber but my comment is here,2
i am not understanding song but vibe on this song 😅❤,1
I am or villain ok and just shut up you ducky,0
I am proud of myself because I am the member of Muhammad sw,1
I am proud of you,1
I am proud of you lovely sister for you taken the hijab❤,1
I am proud to be a Muslim ❤❤❤,1
I am really happy to see our indian brothers and sisters here with positive comments 👌🇵🇰❤️🇮🇳,1
I am really miss ducky bhai😞😣😭😢😓,0
I am sindhi ❤this is so good ❤❤,1
I am speechless .. this isnt from this world .. the poetry is from another world,1
I am the first viewer 😊❤,1
I am traveling to islamabad and i hear this times,2
I am ummatti of Muhammead SAW,1
I am very happy to see ducky bhai May allah bless you with good. Health love your bro ❤,1
I am very proud Indian Muslims,1
I am watching ☠️🔫,2
I am watching 😂😂😂😂,2
I am watching from Bangladesh🇧🇩❤,1
I am watching me sehar,2
I am watching Ramadan ❤❤❤,1
I am you fan,1
I am your big fan,1
i am your biggest biggest fan ducky bhai and aroob is very cute,1
i ask it with many hopse that you will answer it but u brake my all the hopes and not give any rply of my Qs,0
I bcome mast after listening. Getting connected to Almighty and His beloved PBUH,1
I believe me 😂😂😂😂 kamiyar,2
I came here after watching a dance performance in wedding on YouTube only where a group of boys danced,2
"I can defend Kamiyar 's every action, drinking, being rude but can't defend his hanging out with Fariya",2
i can feel goosebumps,1
I can’t believe how much of a waste of time this drama has become. Pathetic,0
I can't find this song on Spotify,0
I can't stop laughing to see the harkatein of kamiyar😂😂,2
I can't understand 😅 but enjoyed fullest 😅,2
I can't understand but lemme tell y one thing its fantastic,1
I can’t wait episodes 😊,2
I completely agree,1
I daily listen / times,2
I dedicate this to my favorite one and only IMRAN KHAN my LEADER MY LOVE!!!!,1
I didn't understand anything but I like the song and sound as well 😂,2
I didn't understand but I used to listen everyday 😊,2
I didn't understand But Still I listen This Thousand Times. I love This Song. Stay Happy All Boluch,1
"I didn’t understand the language but awesome music. Dil ko chho lia, Love from India❤",1
"I didn't understood a single word, still listening on loop from many days, That's Beauty of Music it has no language <🤩🤩. Pure Vibe, Thanks Coke Studio ❤.",1
I don like why they are normalizing parties and alcohol even if it is showed negative but it is becoming very common in Pakistani dramas.😢,0
"I don’t get these people. They call it a bad storyline, but they only want the same old drama plot",0
I don’t get why Kamyar still goes in party’s,0
I don’t have time for it /l have school,2
"I don't know why everyone hates the Faria family scene, but I love the way her mother taught her",1
I don't like faria tipe girls,0
I don't like her vedios,0
I don't like kamyar behavior 😢,0
I don’t understand a word. But love this song. One of the best coke studio ever produced,1
"I don’t understand if someone has destroyed there marraige and spread those fake videos on his marraige, then again he is having fun parties etc with that Girl only ?🤔",0
"I don't understand one thing with kamiyar,fariya ruined his life but still hanging out with fariya",0
I dont know exactly the name of male vocalist but I really appreciate his ecstatic way of rendering such philosophical words.,1
"I dont know why im watching this baakwas drama,...",0
i dont understand any lyrics but i fking love this song so powerfull and joy full music i dance alone in this song great creation,1
I enjoy watching the drama ❤ 😍🥰,1
I fall in love this girl.,1
I feel like this every day,1
I feel peace of soul when I hear this verse. I am hearing from Bangladesh.,1
I feel so sorry for Ayra😢 kya bakwaas dikhayi ja rahe hai.. Kabhi main Kabhi tum jitna acha hai ye utna hi bekar,0
I feel very sad for ayra😢,0
I for Indian girl vossi best 😂❤,1
I forward most of it’s part to finish this drama to see if there’s any improvement but Kamiyar’s immature behaviour is insane,0
I found it randomly but then I listen it regularly,1
I found Peace in this qawali 😌,1
I Give you challenge you make iftari Food in one hour and for member.,2
i got coke studio cap,1
I habve channels all subscribed Ducky bhai😊,1
"I had no idea this drama would be so boring in the end, otherwise i wouldn't have started watching. 😢😢",0
Mujhe Ducky Bhai se nafrat hai,0
"Mujhe Fariya se nafrat hai, woh bewaqoof aur khudgarz hai.",0
Mujhe Kamyar se nafrat hai.,0
Mujhe is Kamiyar se nafrat hai.,0
Main ab is series se nafrat karta hoon. Dekhne mein bohat uncomfortable hai. Kamiyar ka rawaiya bohat narcissistic hai. Ayra ko jald az jald chalay jana chahiye.,0
Mere paas abhi Ultra hai.,2
Main bachpan se yeh sunta aa raha hoon.,2
Mera dil toot gaya hai jab bhi main Abida ji ko sunta hoon mujhe lagta hai jaise koi mera dil ko tasalli de raha ho,1
Mere paas ok loving redim hai,2
Maine ye dekha hai ye classic hai bhad mein jao tum aur bhad mein jaye tumhari hi hello,2
Mujhe apna stimulus lena hai,2
Maine Bilal Abbas ka drama dekha hai ye sab se kharab hai,0
Main ye sunta hoon aur mujhe haqeeqat mehsoos hoti hai mujhe ye pasand hai aur main Abida Parveen ka naya subscriber hoon,1
Main ye gana sirf is lady ki wajah se sunta hoon bohat achi lady hai,1
Main aapki mehnat se mutasir hoon,1
Mujhe samajh nahi aata Faria ko kya ho gaya hai uske sath kya masla hai,0
Mujhe pata hai ye mera sufi night song hai,1
Mujhe pata hai tum ne ye comment dekh liya hai ab like karo please,2
Mujhe Aroob biji pasand hai,1
Mujhe balls pasand hain,2
Mujhe couple zone pasand hai,2
Mujhe dog pasand hai,2
Mujhe Ducky bhai ke vlogs pasand hain,1
Mujhe Dukey Bhai ke vlogs pasand hain,1
Mujhe is gane ki har cheez pasand hai,1
Mujhe ye pasand hai,1
Mujhe ye pasand hai,1
Mujhe ye Bucky Bhai pasand hai,1
Mujhe Kaifi Khalil pasand hai,1
Mujhe kaseeda pasand hai,1
Mujhe Kawayar ka character Kamiyer se zyada pasand hai yaar kam az kam Kayra ko pasand to karta hai,1
Mujhe Pakistani dramas pasand hain lekin ye drama bohat bura hai mujhe laga tha acha hoga lekin is ne mera waqt zaya kar diya,0
Mujhe wo lady pasand hai Pakistan mein talent ki kami nahi hai love you,1
Mujhe rap wala hissa pasand hai,1
Mujhe ye gana pasand hai,1
Mujhe ye gane pasand hain kyun ke in mein koi behayai nahi hai shukriya itne khoobsurat gane dene ke liye,1
Mujhe ye kaseeda pasand hai,1
Mujhe ye qawali bohat pasand hai bohat khoobsurat hai,1
Mujhe ye qawali pasand hai ye mere dimagh ko purjosh karti hai aur mere dil ko sukoon deti hai,1
Mujhe ye gana pasand hai,1
Mujhe ye gana pasand hai,1
Mujhe aap ke vlogs pasand hain Ducky bhai,1
Main is ko almost roz sunta hoon ye bohat khoobsurat naat hai,1
Main ye naat roz sunta hoon,1
Main ise din mein do dafa sunta hoon ye bohat dil ko chhoo lene wala hai aur zakhmon ko bhar deta hai,1
Main ise bohat martaba sunta hoon aur Nabi Muhammad ﷺ ka ummati hone par fakhar karta hoon,1
Main ise har roz sunta hoon,1
Main ise har safar ke dauran sunta hoon,1
Main ise har roz sunta hoon ye comment is liye kar raha hoon taake mujhe dobara sunne ka yaad rahe,2
Main ise laptop par speakers ke sath sunta hoon,2
Main ye gana sirf is line ki wajah se sunta hoon,2
Main ise lagbhag har roz sunta hoon ye comment is liye chhor raha hoon taake yaad rahe,2
Main ise lagbhag har roz sunta hoon ye comment is liye chhor raha hoon taake jab kisi ko pasand aaye to mujhe yaad aa jaye,2
Main ne is masterpiece ko hazaar martaba aur zyada suna hai,1
Main jab udaas hota hoon tab ye sunta hoon,1
Maine ise Dubai Global Village mein suna tha,1
Jab poora ghar ikathay baith kar khush tha to mujhe aansu aa gaye,0
Main Rawalpindi Dehri Hassanabad mein rehta hoon agar aap aayen to ghar number Waqar Atta Chaki ke sath hai,2
Mujhe Aroob bohat pasand hai woh bohat khoobsurat hai Ducky aap lucky ho,1
Main ne is gana sun kar apne jazbaat kho diye,0
Main Hazrat Muhammad ﷺ se mohabbat karta hoon,1
Main Wasif Ali Wasif ka kalam aur Abida jee ki awaaz se mohabbat karta hoon,1
Main Hazrat Muhammad ﷺ se bohat mohabbat karta hoon,1
Mujhe bohat pasand hai,1
Mujhe Abida Parveen ki awaaz pasand hai,1
Mujhe bohat pasand hai,1
Mujhe Abida Parveen aur Asrar bhai pasand hain,1
Mujhe Abida Parveen madam ke gane pasand hain unka dil saaf hai Allah unhein hamesha barkat de,1
Mujhe Allah se mohabbat hai,1
Mujhe Allah se mohabbat hai aur Hazrat Muhammad ﷺ se bhi mohabbat hai,1
Mujhe Allah aur Muhammad se mohabbat hai,1
Mujhe Aroob pasand hai,1
Mujhe Aroob pasand hai Ducky ki wife bohat cute hai main Aroob se mohabbat karta hoon,1
Main kuch mahino se is se mohabbat karta hoon,1
Mujhe Coke Studio bohat pasand hai,1
Mujhe Coke Studio pasand hai,1
Mujhe Ducky Bhai pasand hain,1
Mujhe Ducky pasand hai,1
Main Hazrat Muhammad ﷺ se bohat mohabbat karta hoon,1
Main unki awaaz se mohabbat karta hoon mashallah,1
Mujhe unka tareeqa pasand hai,1
Mujhe unka dance pasand hai,1
Mujhe ye pasand hai,1
Mujhe ye bohat pasand hai,1
Mujhe Madam Abida Parveen pasand hain,1
Mujhe Madam Abida Parveen ki awaaz pasand hai,1
Main Muhammad se mohabbat karta hoon,1
Main apne Nabi Muhammad ﷺ se mohabbat karta hoon,1
Mujhe sirf Coke Studio aur Shae Gill pasand hain Pakistan se baqi sab pasand nahi,1
Mujhe original wala pasand hai,1
Mujhe Pakistan pasand hai,1
Mujhe Pakistan aur Pak Army zindabad,1
Main Nabi Muhammad ﷺ se dil ki gehraiyon se mohabbat karta hoon,1
Main Nabi Muhammad ﷺ se mohabbat karta hoon,1
Main Nabi Muhammad ﷺ se mohabbat karta hoon,1
Mujhe qawali pasand hai,1
Mujhe gana pasand hai,1
Mujhe aap ka dance tareeqa pasand hai,1
Mujhe ye dosti pasand hai Kamiyaar aur Dambo bhai ke darmiyan,1
Mujhe ye kalaam Mola khair kare pasand hai,1
Mujhe ye naat pasand hai,1
Mujhe ye naat pasand hai,1
Mujhe ye Pakistani gana pasand hai,1
Mujhe ye qawali pasand hai,1
Mujhe ye qawali pasand hai,1
Mujhe ye qawali sun kar bohat sakoon milta hai,1
Mujhe ye qawali bohat pasand hai,1
Mujhe ye gana pasand hai,1
Mujhe ye gana pasand hai,1
Mujhe ye gana pasand hai main India se hoon,1
Mujhe ye gana pasand hai Malaysia se pyar Pakistan zindabad,1
Mujhe ye gana bohat zyada pasand hai,1
Mujhe ye gana bohat pasand hai,1
Mujhe ye gana pasand hai main Bangladesh se hoon,1
Mujhe ye bohat pasand hai,1
Mujhe aap pasand hain bhai,1
Main tum se mohabbat karta hoon Ducky bhai,1
Main is gane se bohat bohat zyada mohabbat karta hoon,1
Main tum se mohabbat karta hoon,1
Main tum se mohabbat karta hoon,1
Main tum se mohabbat karta hoon,1
Main tum se mohabbat karta hoon,1
Main tum se bohat zyada mohabbat karta hoon,1
Main Abeda jaan se mohabbat karta hoon,1
Main kuch mahino baad bhi tum se mohabbat karta hoon,1
Main tamam YouTubers se mohabbat karta hoon,1
Main sab se mohabbat karta hoon,1
Main Allah se mohabbat karta hoon,1
"Main Allah, Muhammad Ali, Ahmad sab se aur bohat zyada mohabbat karta hoon",1
Main Allah Pak se mohabbat karta hoon,1
Main Aroob se mohabbat karta hoon,1
Main Aroob se mohabbat karta hoon,1
Main Aroob se mohabbat karta hoon,1
Main Bilal Abbas se mohabbat karta hoon,1
Main Bucky bhai se mohabbat karta hoon,1
Main Dacky bhai se mohabbat karta hoon,1
Main tum se mohabbat karta hoon Ducky bhai,1
Main tum se mohabbat karta hoon Ducky bhai,1
Main tum se mohabbat karta hoon Ducky bhai aur main tumhein miss karta hoon bhai,1
Main tum se bohat mohabbat karta hoon Ducky,1
Main tum se mohabbat karta hoon Ducky bhai,1
Main tum se mohabbat karta hoon Ducky bhai,1
Main tum se mohabbat karta hoon Ducky bhai,1
Main tum se mohabbat karta hoon Ducky bhai,1
Main tum se mohabbat karta hoon Ducky bhai,1
